random_state,colsample_bytree,learning_rate,max_depth,alpha,n_estimators,y,time
0,0.9523809523809524,0.1049724164724509,64,2.8609476230810453,1677,0.9034666666666666,651.3424892425537
0,0.0238095238095238,0.5693017557734438,71,2.110902135954417,5447,0.6028666666666667,651.3424892425537
0,0.7380952380952381,0.771736966590665,38,2.864346877649964,7997,0.8980666666666667,651.3424892425537
0,1.0,0.9242868480518928,11,0.8364656480117716,386,0.9040666666666668,651.3424892425537
0,0.3095238095238095,0.5913267667677076,97,3.7131901251476,5776,0.8928666666666668,651.3424892425537
0,1.0,0.2513288105116008,65,0.6174672590169744,6415,0.9069333333333334,651.3424892425537
0,0.3571428571428571,0.3292069157376996,67,4.506636544848873,1675,0.8933333333333332,164.2510588169098
0,0.238095238095238,0.6018689228014587,88,2.4904191992517,5775,0.8908666666666667,325.01900935173035
0,0.4285714285714285,0.6842272351053051,100,2.41680046560931,5773,0.9016666666666668,382.2899532318115
0,0.0476190476190476,0.4418585424060305,70,2.8264454322068056,5449,0.7656666666666667,519.599143743515
0,0.2142857142857142,0.9916286120285328,60,2.0480024899923603,1675,0.8882666666666666,117.23180532455444
0,0.9761904761904762,0.9550135814742352,15,1.2299046913278355,385,0.9020666666666668,76.1690742969513
0,0.8095238095238095,0.502684470680334,35,1.3570914916567989,7996,0.9038666666666666,635.6911175251007
0,0.5714285714285714,0.7928961111907783,68,1.1486138250054974,6410,0.902,442.0515630245209
0,0.1666666666666666,0.7962695207506857,61,2.217274677765672,6416,0.8838,419.2226793766022
0,0.7380952380952381,0.4869746669556839,15,1.2362590865059242,391,0.9053333333333332,105.56415462493896
0,0.4523809523809524,0.0066553870435406,64,1.2265670002026583,5449,0.9053333333333334,3700.073613166809
0,0.4047619047619047,0.7449084249636363,67,3.4464262922550604,1680,0.8956666666666666,131.56287908554077
0,0.8333333333333334,0.5466181769182008,68,3.4353921571660657,1675,0.8994666666666666,166.2977373600006
0,0.5238095238095238,0.8185542803403844,68,3.459093986208222,1677,0.8967333333333333,126.05471539497375
0,0.2857142857142857,0.8104907040980825,13,2.356518534226756,384,0.8929333333333332,74.11026120185852
0,0.3571428571428571,0.6051304056020983,64,2.5816554629725594,5447,0.8971333333333334,290.5234811306
0,0.4523809523809524,0.4545867022562173,68,1.81514040534108,6407,0.9020666666666668,403.78998017311096
0,0.119047619047619,0.5809091221956145,64,0.9012650331575832,6406,0.8734666666666667,413.19833183288574
0,0.5952380952380952,0.0845917298549209,68,1.936710873191812,6418,0.905,767.0080711841583
0,0.4523809523809524,0.5860373613316233,88,4.308434381555023,5776,0.8970666666666666,332.63483929634094
0,0.5476190476190477,0.6200082275669306,67,3.5002846189504,6419,0.8981333333333333,416.6721231937408
0,0.4047619047619047,0.07232072273625,100,2.2514061114058217,5774,0.9022666666666668,766.3873031139374
0,0.8095238095238095,0.6871248606379217,69,0.4349928232265337,1676,0.9054,178.2695450782776
0,0.5,0.7880164058486127,72,1.291124291908354,5452,0.9012666666666668,347.75336241722107
0,0.9523809523809524,0.5569209520505385,32,0.9679826294934808,7998,0.9053333333333334,630.902423620224
0,0.6904761904761905,0.6606992464652515,67,4.231127564210581,6422,0.8972000000000001,415.1791605949402
0,0.1904761904761904,0.7595041595587034,89,1.757547321263309,5777,0.8876,308.8343758583069
0,0.6904761904761905,0.8019072739953149,13,0.407542790554376,382,0.9045333333333332,101.56624579429626
0,0.4523809523809524,0.9512728997245948,64,4.998926889354612,5450,0.8912,317.2561318874359
0,1.0,0.1741007176037449,67,1.0826481337240834,1678,0.9076,424.9111082553864
0,0.5,0.0555761526951366,97,0.820797419608536,5775,0.9075333333333332,1011.4491732120514
0,0.2857142857142857,0.3617195157085746,100,3.7518731118659816,5772,0.8922,377.0387270450592
0,0.3571428571428571,0.2312772317053448,64,1.1967756588175282,6415,0.9015333333333334,450.2308015823364
0,0.4047619047619047,0.4022048109409473,14,2.6863476064716445,386,0.9008,112.23846936225893
0,0.8571428571428571,0.7492102328132003,63,4.588041835773323,1671,0.8963999999999999,151.15609049797058
0,0.6666666666666666,0.4089153534822296,87,4.728820844273675,5774,0.8985333333333333,409.91905879974365
0,0.6428571428571429,0.2016703546724247,58,3.426402315276264,1676,0.9010666666666666,232.2064158916473
0,0.8333333333333334,0.2891888831428374,31,3.860576290481033,8003,0.9018,617.1072590351105
0,0.3571428571428571,0.922080905077988,64,1.3686403000654628,6406,0.8962666666666667,365.333904504776
0,0.4047619047619047,0.4938081085986709,63,2.6370211273143296,6416,0.9004,388.5823030471802
0,0.0952380952380952,0.2001322015080142,67,1.830321354855124,6425,0.8626,538.701742887497
0,0.5238095238095238,0.9361715879753928,100,3.319639559143157,5769,0.8972666666666665,387.01197719573975
0,0.0238095238095238,0.1335546268621645,87,2.630005176707608,5777,0.5976666666666667,332.974107503891
0,0.4761904761904761,0.412378306824445,16,3.3171385228858363,395,0.8987999999999999,121.33511185646056
0,0.3571428571428571,0.4502888391982144,14,0.2853660229371352,382,0.9016666666666668,125.7551248073578
0,0.8095238095238095,0.854454299274571,14,0.1150391787558391,382,0.904,131.60592484474182
0,0.2619047619047619,0.5343998285599451,71,1.20382329449406,5452,0.8943333333333333,344.1643421649933
0,0.238095238095238,0.3765655982984474,65,2.0077372783463416,1672,0.8936000000000001,176.8443603515625
0,0.9761904761904762,0.709571878355348,60,3.4173737961215087,5444,0.9003333333333333,415.0699791908264
0,0.4523809523809524,0.0380028920274846,99,3.3466898389532345,5768,0.9004,1057.9867165088654
0,0.9285714285714286,0.0162724082712122,12,1.7436479399825977,384,0.8917999999999999,378.669025182724
0,0.5,0.3880071758597626,63,2.0241205511077087,6405,0.9032666666666668,433.62000155448914
0,0.6190476190476191,0.9564173370514004,13,1.1168939005617755,386,0.9017333333333334,80.78986692428589
0,0.4285714285714285,0.9045369203689444,68,0.6474219146676324,6416,0.8991333333333333,374.1380434036255
0,0.2619047619047619,0.712179954092446,15,0.9991616601875714,389,0.8947333333333333,104.35185980796814
0,0.47619047619047616,0.9444083915146794,31,2.0363504071676752,8009,0.8971333333333332,443.5329568386078
0,0.35714285714285715,0.685149620059951,92,0.033978202211454867,5777,0.8983333333333334,534.6484844684601
0,0.6904761904761905,0.24887457533213797,72,1.981405306477927,5447,0.9053333333333334,449.61869621276855
0,1.0,0.7647647548486184,32,1.5417879466765239,8009,0.9034666666666666,595.8038775920868
0,0.023809523809523808,0.33342572345133226,69,2.3507904625232774,1681,0.5952000000000001,110.98463487625122
